items/id,items/itemKey,items/name,items/type,items/value,items/flags/CONSUMABLE,items/flags/PURCHASEABLE,items/flags/REUSABLE,items/rarity,items/description,items/longDescription,items/imageURL
28,kraken,Kraken,Sellable,85000,true,false,false,Rare,"This thing is a pain to have around, it's always kraken jokes.",This item can be used to get a unique pet.,https://cdn.discordapp.com/emojis/860228238956429313.png
13,ladybug,Ladybug,Sellable,5000,false,false,false,Common,"Fun fact, not all Lady Bugs are lady bugs. Some are in fact not ladies, as they act like heathens.",,https://cdn.discordapp.com/emojis/863198415822389268.png
150,landmine,Landmine,Tool,20000,true,false,false,Common,Who would have thought a game with pets would also involve landmines.,"Once active, if someone tries to steal from you, there's a 50% chance they will die from blowing up. Lasts 24 hours.",https://cdn.discordapp.com/emojis/887000049354145792.png
168,laptop,Laptop,Collectable,5000,false,false,false,Common,"Imagine using a laptop instead of a cellphone in 2025, wait it's not 2025 yet carry on.",,https://cdn.discordapp.com/emojis/830509316674813974.png
92,lasso,Lasso,Collectable,1000000,false,false,false,Rare,"Yeeeeeehaw, I done wrangled me a critter with this!",,https://cdn.discordapp.com/emojis/950807315915870279.png
143,lawdegree,Law Degree,Sellable,1000000,false,false,false,Rare,I got my law degree the same way Mike Ross got his. Walking into the wrong office. Now I want to sell it., Found from the lawyer job.,https://cdn.discordapp.com/emojis/976890603772186624.png
27,legendaryfish,Legendary Fish,Sellable,30000,false,false,false,Uncommon,This fish is only half as legendary as the sailors it has brought to the bottom of the sea.,,https://cdn.discordapp.com/emojis/971430841211322408.gif
158,lifesaver,Life Saver,Power-up,100000,false,true,false,Uncommon,The heart is crunchy and has no flavor. Better save it for later.,"When you die with one of these in your inventory, you are saved from death.",https://cdn.discordapp.com/emojis/935147848977219635.gif
123,likebutton,Like Button,Collectable,100000,false,false,false,Rare,"SMASH THAT LIKE BUTTON, RING THE BELL", Found from the youtuber job.,https://cdn.discordapp.com/emojis/991768633611141200.png
47,karen,Literally Karen,Collectable,100000000,false,false,false,Godly,She wants to speak to your manager.,,https://cdn.discordapp.com/emojis/860196324762452028.png
71,tree,Literally a Tree,Sellable,100000,false,false,false,Uncommon,This is literally a tree. What else did you expect.,,https://cdn.discordapp.com/emojis/923005301421113344.png
157,horseshoe,Lucky Horseshoe,Power-up,75000,true,true,false,Uncommon,"The horse was named lucky, but are we sure it was... lucky?","Activating this gives you increased chance at higher tier drops in grind commands. Anywhere you see a horseshoe while this is active, that command is being affected.",https://cdn.discordapp.com/emojis/986396363707281468.png
48,melmsiebeard,Melmsie's Beard,Collectable,5000000,false,false,false,Epic,I am livid that someone shaved this off my face. Give it BACK. Right now. Seriously! `/friends share items user:@Dank Memer#5192 quantity:1 item:Melmsie's Beard`,,https://cdn.discordapp.com/emojis/934601991097819216.png
102,meme,Meme Box,Loot Box,300000,true,false,false,Rare,You're telling me there is NO memes in this box? Only items and coins? False advertisement???,,https://cdn.discordapp.com/emojis/861390901300953118.gif
138,memepills,Meme pills,Sellable,1000000,false,false,false,Rare,Sell these bad boys. Maybe we should dye them blue too., Found from the pharmacist job.,https://cdn.discordapp.com/emojis/834080273804689409.png
82,meteorite,Meteorite,Sellable,225000,true,false,false,Rare,Thank god this didn't hit the Earth!,Using this item starts a secret quest for a green cutie!,https://cdn.discordapp.com/emojis/932047375579643944.gif
115,microphone,Microphone,Tool,100000,true,false,false,Uncommon,Honestly the most important aspect of a streamer's toolkit.,This item helps keep your stream online for longer by lowering the chance for it to randomly end while interacting.,https://cdn.discordapp.com/emojis/903784794398294036.png
200,moleman,Mole Man,Sellable,85000,false,false,false,Rare,I suggest seeing your dermatologist about this mole as I'm not sure liquid nitrogen works on things with claws.,,https://cdn.discordapp.com/emojis/1022972147175526441.gif
120,poster,Motivational Poster,Power-up,100000,false,false,false,Rare,This is the poster everyone stares at when getting yelled at for sitting on the job. Very motivational.,"Provides a 5% work payout bonus, stacking up to 50%. Found from the manager job.",https://cdn.discordapp.com/emojis/980515661619003482.png
112,mouse,Mouse,Tool,100000,false,true,false,Uncommon,Why is it called a mouse?,This item is required to access the stream command.,https://cdn.discordapp.com/emojis/904821818425241600.png
65,multiplasticbits,Multi Colored Plastic Bits,Collectable,1000000,false,false,false,Rare,"In a world full of color, things like this item become possible with only imagination.",,https://cdn.discordapp.com/emojis/975398148660928602.gif
145,note,Musical Note,Sellable,1000000,false,false,false,Rare,"A single note is enough to change the world. Of course, only if that note is a written note to a world power telling them ""I bet you can't nuke that other world power"". Has nothing to do with music.", Found from the musician job.,https://cdn.discordapp.com/emojis/910673407761317928.gif
107,newplayerpack,New Player Pack,Pack,100000,true,false,false,Rare,A pack to get you on your feet in the bot as a new player.,Opening this will give you some basic items.,https://cdn.discordapp.com/emojis/873172443529891871.png
101,normie,Normie Box,Loot Box,35000,true,false,false,Rare,"Little box packs a little punch. Not a big punch, it's a normie boxbox.",,https://cdn.discordapp.com/emojis/861390901405679626.gif
57,eye,Odd Eye,Collectable,100000000,false,false,false,Godly,"The only one who could see the dark globule in the distance, and now watches over the rest.",,https://cdn.discordapp.com/emojis/993233845174415380.gif
178,oldbox,Old Box,Loot Box,2000000,true,false,false,Legendary,Is the box old or the items inside? Ok well that is a bit misleading isn't it.,,https://cdn.discordapp.com/emojis/895447304805429278.gif
93,revolver,Old Cowboy Revolver,Collectable,1000000,true,false,false,Rare,"Wait, what does Russian Roulette have to do with cowboys?","Using this item starts a game of Russian Roulette in chat. 6 people are chosen from all the people who entered, there are 5 bullets in the chamber so only one will walk away with some cash.",https://cdn.discordapp.com/emojis/946724166223138856.gif
63,orangeplasticbits,Orange Plastic Bits,Collectable,25000,false,false,false,Common,The only thing that rhymes with orange is gullible,,https://cdn.discordapp.com/emojis/975398146333081690.png
38,ornament,Ornament,Collectable,100000,false,false,false,Uncommon,These make a satisfying sound when they fall of the tree in 2005 and make everyone in the house wake up and think a gun went off. Trust me.,,https://cdn.discordapp.com/emojis/921193342501539891.png
182,outwestbox,Out West Adventure Box,Loot Box,1000000,true,false,false,Rare,I bet the cactus is thriving in there.,,https://cdn.discordapp.com/emojis/1006333035970576394.gif
167,padlock,Padlock,Tool,5000,true,true,false,Common,The lock picking lawyer would make quick work of this I'm ngl to you.,Use this padlock to lock your wallet from robbers. It is a one time use item. It can be broken when someone tries to steal from you as well.,https://cdn.discordapp.com/emojis/830509316900651059.png
105,patreon,Patreon Box,Loot Box,2000000,true,false,false,Legendary,Pay to win? No way baby this is pay to ENJOY (by winning).,,https://cdn.discordapp.com/emojis/892171107845677066.gif
111,patreonpack,Patreon Pack,Pack,100000,true,false,false,Rare,Thanks for supporting us! Now shut up and take my items.,Opening this will give you some somewhat rarer items to assist in your gameplay.,https://cdn.discordapp.com/emojis/921546973218218064.png
180,pepebox,Pepe Box,Loot Box,1000000,true,false,false,Rare,Pepe certainly did NOT hold me at gunpoint to make a pepe themed box. Who got that idea?,,https://cdn.discordapp.com/emojis/1001266209628631071.gif
164,pepecoin,Pepe Coin,Collectable,500000,false,false,false,Rare,Can you even believe that this used to be the most expensive item? Now it's a gift you'd give your cousin as a hand me down.,,https://cdn.discordapp.com/emojis/942212715454271518.gif
147,pepecrown,Pepe Crown,Collectable,250000000,false,false,true,Godly,Some say pepe personally gifted this crown to those who own it. That would be absurd though.,,https://cdn.discordapp.com/emojis/834862725120917544.png
165,pepemedal,Pepe Medal,Collectable,12000000,false,false,false,Epic,"This medal used to be rare, now it's just a secondhand bargin bin item for the rich players.",Owning this medal gives you an extra 5% steal shields (does not stack).,https://cdn.discordapp.com/emojis/948673104870252564.gif
33,peperibbon,Pepe Ribbon,Collectable,5000000,false,false,false,Epic,A ribbon? You think I want a RIBBON? Oh it's pepe themed? Count me in.,,https://cdn.discordapp.com/emojis/890646381482614824.png
190,pepering,Pepe Ring,Collectable,100000000,false,true,false,Legendary,Go go gadget deploy pepe ring! Oh it's just a collectible.,,https://cdn.discordapp.com/emojis/1006984234763825263.png
66,pepestatue,Pepe Statue,Collectable,1000000,false,false,false,Rare,"A statue immortalizing pepe, as all statues should.",,https://cdn.discordapp.com/emojis/993285762697146449.png
35,pepesus,Pepe Sus,Collectable,50000000,false,false,false,Legendary,Pepe... why are you looking so SUS step bro,,https://cdn.discordapp.com/emojis/890646381189009438.png
155,pepetrophy,Pepe Trophy,Collectable,45000000,false,true,false,Legendary,A trophy that is worth its weight in coins. Sadly the weight is much lower than the purchase price.,"Having this trophy gives you a 5% multiplier, an extra 10% steal shields, and an extra 5% chance at random events spawning (does not stack).",https://cdn.discordapp.com/emojis/940712966213496842.gif
134,collar,Pet Collar,Power-up,100000,false,false,false,Rare,The collar of the 42nd cat girl I've lost this year.,Owning this item passively gives you a higher chance to find run away pets in the search command. Found from the veterinarian job.,https://cdn.discordapp.com/emojis/936381028396847195.png
184,saddle,Pet Saddle,Collectable,1000000,false,false,false,Rare,"I got the horses in the back, horse tack is attached...",Having this item in your inventory gives all your pets a small xp boost when walking them.,https://cdn.discordapp.com/emojis/946176458865405982.png
60,pinkplasticbits,Pink Plastic Bits,Collectable,12,false,false,false,Common,The classic item that new users will never know about,,https://cdn.discordapp.com/emojis/975398146152738906.png
162,pizza,Pizza Slice,Power-up,300000,true,false,false,Rare,"You wanted pineapple chunks on this, we get it. Too bad.",Using this item will give you a 250% xp boost for one hour.,https://cdn.discordapp.com/emojis/940735144849985596.gif
189,plasticbox,Plastic Box,Loot Box,1000000,true,false,false,Rare,Imagine if this box existed when plastics were still...,,https://cdn.discordapp.com/emojis/1003453280438988900.gif
127,policebadge,Police Badge,Collectable,100000,false,false,false,Rare,"A shiny police badge, covered in the blood of their vic- nevermind.", Found from the police officer job.,https://cdn.discordapp.com/emojis/979517884101459999.png
6,potato,Potato ☭,Sellable,15000,false,false,false,Uncommon,"Straight from the motherland, home grown and well distributed.",,https://cdn.discordapp.com/emojis/992123899498221698.png
45,prestigecoin,Prestige Coin,Power-up,1000000,true,false,false,Rare,A coin you get in exchange for losing most of your stuff. Seems fair.,Using this item will give you 6 hours of 350% multiplier.,https://cdn.discordapp.com/emojis/899772669262700615.png
108,prestigepack,Prestige Pack,Pack,100000,true,false,false,Epic,"Congrats on prestiging, here is the most basic list of items that will not matter because you stored all your stuff on an alt first.",Opening this will give you some basic items.,https://cdn.discordapp.com/emojis/898709240837976064.png
62,purpleplasticbits,Purple Plastic Bits,Collectable,25000,false,false,false,Common,Did you know purple is my favorite color?,,https://cdn.discordapp.com/emojis/975398146618306630.png
17,rabbit,Rabbit,Sellable,2500,false,false,false,Common,"A rabbit is also known as a Bunny, which means I hired a rabbit to do the art for this bot. No regrets.",,https://cdn.discordapp.com/emojis/860665246875254784.png
24,rarefish,Rare Fish,Sellable,3500,false,false,false,Common,Some say this is the most rare fish in the sea! Until of course they catch an exotic or legendary fish.,,https://cdn.discordapp.com/emojis/971151079096061962.png
160,pepe,Rare Pepe,Collectable,50000,false,false,false,Rare,"Ironically enough, the rare pepe is not that rare.",,https://cdn.discordapp.com/emojis/936007340736536626.png
56,reversal,Reversal Card,Collectable,1000000,false,false,false,Rare,"Reversal cards were previously used to reverse a steal someone performed on you. Due to being SUPER buggy and causing multiple exploits, they are no longer functional, and never will be.",,https://cdn.discordapp.com/emojis/573150370579087360.png
117,ringlight,Ring Light,Tool,100000,true,false,false,Uncommon,"ElGato sells these, but you can make them yourself by taking an led panel and punching out the middle.",This item lowers the minimum time between stream interactions.,https://cdn.discordapp.com/emojis/905501619523829780.png
141,robbersmask,Robbers Mask,Power-up,100000,true,false,false,Rare,"Everyone knows when you put on a mask no one can tell who was under it, no matter what. It's the law.",Your name will not show up on steal or bankrob notifs sent to the victim for 12 hours after using. Found from the robber job.,https://cdn.discordapp.com/emojis/991364525783785512.png
159,wishlist,Robbers Wishlist,Tool,50000,true,false,false,Uncommon,Who would leave this laying around? It's such easy evidence against them...,"This item when used gives a list of users that aren't passive and do not have a fake ID on. Basically, anyone who is able to be robbed!",https://cdn.discordapp.com/emojis/966630329756565594.png
29,scepter,Royal Scepter,Collectable,25000,true,false,false,Common,"A royal scepter such as this is worth close to 50k gold carats, dang!","This item can be used to change embed colors to ""royal colors""",https://cdn.discordapp.com/emojis/926573136558850139.gif
188,hotdog,Sanic Hot Dog,Collectable,1000000,false,false,false,Rare,Personally I prefer these but the chili dogs are the only ones on doordash so idk.,,https://cdn.discordapp.com/emojis/959925962412269630.png
131,santasbag,Santa's Bag,Loot Box,100000,true,false,false,Legendary,I stole this from Santa. He didn't even fight back so I think it was legal.,You can open this as a lootbox with the use command.,https://cdn.discordapp.com/emojis/862415055622635560.png
76,santashat,Santa's Hat,Collectable,25000,true,false,false,Common,I stole this right off his little jolly head.,Using this item will give you Christmas themed colors.,https://cdn.discordapp.com/emojis/921546940032880660.png
67,urinal,School Urinal,Collectable,1000000,false,false,false,Rare,"Yes, that IS pee around the rim. How did you know?",,https://cdn.discordapp.com/emojis/889266191808471114.png
22,seaweed,Seaweed,Sellable,600,false,false,false,Common,"Seaweed is not nearly as fun as land weed, and I stand by that.",,https://cdn.discordapp.com/emojis/887000050201419787.gif
89,shootingstar,Shooting Star,Collectable,1000000,true,false,false,Rare,Make a wish upon this star and change who the pets are.,You can use this to transform your pet (give it's prestige 5+) to another type of pet with the same name and stats.,https://cdn.discordapp.com/emojis/923291410130686022.png
144,coupon,Shop Coupon,Power-up,100000,false,false,false,Rare,"This coupon expired last month, which is why it no longer applies to drop item sales.",You will have the option to use this at a shop checkout. You can get 5% off any purchase from the shop. Found from the dank memer shopkeeper job.,https://cdn.discordapp.com/emojis/977969734307971132.png
153,shovel,Shovel,Tool,25000,false,true,false,Common,Hitting things with a shovel usually fixes it.,This item is required to access the dig command.,https://cdn.discordapp.com/emojis/868263822035669002.png
161,cheese,Shredded Cheese,Power-up,100000,true,false,false,Uncommon,"Standing at the kitchen door, staring at the fridge. It calls my name.","For every bag of shredded cheese consumed, you get a stacking EXP multiplier, capping at **85%** (**30** bags of cheese consumed). There is also a chance it will fail and you will lose some experience points.",https://cdn.discordapp.com/emojis/830509316933943307.png
16,skunk,Skunk,Sellable,1500,false,false,false,Common,"Skunks eat duck eggs. There is nothing else of importance to talk about with skunks, the duck leeches.",,https://cdn.discordapp.com/emojis/861390875992522792.png
75,snowball,Snowball,Tool,25000,true,false,false,Common,Snowballs are not scary until you freeze them. This one is frozen.,Using this on a user will prevent them from doing negative actions to you for a few minutes.,https://cdn.discordapp.com/emojis/992137642479190216.png
68,snowflake,Snowflake,Collectable,100000,false,false,false,Uncommon,"Everyone is a unique snowflake, but not twins right?",,https://cdn.discordapp.com/emojis/920796800774991932.png
116,soundcard,Sound Card,Tool,100000,true,false,false,Uncommon,Sound cards are kinda overrated irl.,This item helps your odds of getting other streaming items.,https://cdn.discordapp.com/emojis/905572838847684648.png
183,inspacebox,Space Adventure Box,Loot Box,1000000,true,false,false,Rare,"Do not move, I think I hear a black hole in that box.",,https://cdn.discordapp.com/emojis/1006333035970576394.gif
14,spider,Spider,Sellable,27000,false,false,false,Uncommon,Did you know that many people are scared of spiders? AAAAAAAHHHHH GET IT OFF MY SCREE-,,https://cdn.discordapp.com/emojis/864261394944884746.png
198,spookymask,Spooky Mask,Power-up,1000000,true,false,false,Rare,"This mask is going to make someone scream, scream of fear or joy? Both!","Use this mask to scare all your pets into submission. For two weeks they will not run away, but they also will not gain xp, reproduce, or be able to fight.",https://cdn.discordapp.com/emojis/1024829726159798272.png
129,cash,Stack of Cash,Collectable,100000,true,false,false,Rare,Wait so you gave me a stack of cash and I have to trade it for only 2 things? This sounds more like a coupon.,Use this item to turn it into banknotes or pizzas. Found from the politician job.,https://cdn.discordapp.com/emojis/862774540895125584.png
88,starfragment,Star Fragment,Sellable,500000,false,false,false,Rare,Someone wished a little too hard and BROKE it!,,https://cdn.discordapp.com/emojis/923291410323603457.png
12,stickbug,Stickbug,Sellable,3000,false,false,false,Common,It is truly sad to think about how many stickbugs were so well hidden that they became campfire tinder.,,https://cdn.discordapp.com/emojis/864568819795755038.gif
195,stonkcoin,Stonk Coin,Collectable,20000000,true,false,false,Legendary,"Rotsevni wanted a stonk coin, so Rotsevni got a stonk coin. Winning our competitions pays off!",Using this item gives you +500% coin multiplier for 24 hours.,https://cdn.discordapp.com/emojis/1021197723212455956.gif
137,stonkmachine,Stonk Machine,Tool,100000,false,false,true,Rare,This is a made up machine. It does not exist in real life. Do not search for this irl.,"Use this machine to try and earn some coins from stonk investment. Warning, there is a 10% chance to lose 10% of your wallet from a bad investment! Found from the day trader job.",https://cdn.discordapp.com/emojis/990673255457239070.gif
50,streakfreeze,Streak Freeze,Power-up,2000000,true,false,false,Epic,Is it just me or is my streak freezing me out of the relationship?,"Using this item will turn it into an active item that lasts 30 days. After it's equipped, you will retain your streak if you run daily after missing 1+ days. This is automatically destroyed at that point or when it expires.",https://cdn.discordapp.com/emojis/921501533273751682.png
34,sugarskull,Sugar Skull,Consumable,1000000,true,false,false,Rare,"Celebrate Día de los Muertos by using this, yum!",Using this item changes your embed colors to be Día de los Muertos themed.,https://cdn.discordapp.com/emojis/894597638161326091.png
30,letter,The Letter,Collectable,25000,false,false,true,Common,What's in the letter? Open it up to find out!,Using this item gives you some messages from the people who won the item competition.,https://cdn.discordapp.com/emojis/926522932560269413.gif
170,tidepod,Tidepod,Collectable,50000,false,false,false,Uncommon,"Do not eat this. Do not ignore this warning because memes. Stop eating them. God damn it, stop it.",,https://cdn.discordapp.com/emojis/887000049740030032.png
125,tipjar,Tip Jar,Tool,100000,true,false,false,Rare,"Why do they slide the tip jar at me ""accidentally"" every time as if I wasn't going to tip.",Use this item to get some random rewards every hour. Found from the twitch streamer job.,https://cdn.discordapp.com/emojis/976886606680178698.png
36,toiletpaper,Toilet Paper,Collectable,50000000,false,false,false,Legendary,"If 2-ply is so good for my undercarriage, why not just double wrap it to make 4-ply?",,https://cdn.discordapp.com/emojis/928399081112469544.png
175,townieseyes,Townie's Eyes,Collectable,1000000,false,false,false,Rare,Townie sees all.,,https://cdn.discordapp.com/emojis/959429404541468713.gif
1,trash,Trash,Sellable,11000,false,false,false,Common,I think I’m done buying trash bags... I always end up throwing them away anyways.,,https://cdn.discordapp.com/emojis/986723862190383165.png
95,treasuremap,Treasure Map,Collectable,1000000,true,false,false,Rare,"Follow carefully: To the left, take it back now ya'll, one hop this time!","Using this item spawns a mini game. If you win, you get some coins!",https://cdn.discordapp.com/emojis/945442853016973343.png
96,tumbleweed,Tumbleweed,Collectable,1000000,true,false,false,Rare,"These are a menace to society, look it up!",Using this consumes it and does nothing at all.,https://cdn.discordapp.com/emojis/953310228600983612.gif
122,diaper,Used Diaper,Tool,100000,true,false,false,Rare,"This is used, but seems like too much for a child. Who wore this?",Throw this used diaper at someone to prevent them from joining or starting a heist for 12 hours. Found from the house wife job.,https://cdn.discordapp.com/emojis/976572178348793858.png
136,vaccine,Vaccine,Sellable,1000000,false,false,false,Rare,Momma told me if I get this here shot I can get that there sucker., Found from the doctor job.,https://cdn.discordapp.com/emojis/979145429138673744.png
199,voodoodoll,Voodoo Doll,Tool,1000000,true,false,false,Rare,I keep feeling a stabbing feeling in heart. Is it a heart attack or a voodoo doll? Probably just the doll.,Using this on someone will give them bad luck in grind commands for 6 hours. Bad luck is like the opposite of the horseshoe but more potent.,https://cdn.discordapp.com/emojis/1024827756300750848.png
100,weddinggift,Wedding Gift,Loot Box,60000,true,false,false,Rare,Now you have to write thank you notes for all these gifts. Have fun!,,https://cdn.discordapp.com/emojis/877566903516790855.png
54,lotterywinner,Winning Lottery Ticket,Collectable,5000000,false,false,false,Epic,"Is it even that lucky, you probably paid 5b to win.",Owning this gives you a 2% higher chance at random events spawning.,https://cdn.discordapp.com/emojis/828630267983298580.png
179,workbox,Work Box,Loot Box,2000000,true,false,false,Legendary,Wanna stay home from work and open lootboxes? WOAH TWO IN ONE?,,https://cdn.discordapp.com/emojis/1004537002869411970.gif
10,worm,Worm,Sellable,1000,false,false,false,Common,Did you know that the Alaskan Bull Worm from SpongeBob Season 2 Episode 20 is in fact not based in reality?,,https://cdn.discordapp.com/emojis/864261394920898600.png
53,yengpaw,Yeng's Paw,Collectable,1000000,false,false,false,Rare,A squishy paw that can relieve stress and make you smile. SQUISH! SQUISH! SQUISH! (Yeng Gang rise up),,https://cdn.discordapp.com/emojis/927305405988753468.gif
186,zigscapybara,Zig's Capybara,Sellable,125000,false,false,false,Rare,Top 10 best dressed capybaras,,https://cdn.discordapp.com/emojis/999477885331046441.png
